source,target,weight
NGA,GHA,881626.2630000002
NGA,LBN,18288.742
NGA,CAN,1456456.951
NGA,SWE,2951.6860000000006
NGA,SLE,3593.0589999999997
NGA,LBY,865.8130000000001
NGA,MYS,307958.563
NGA,MRT,2268.279
NGA,PER,362509.346
NGA,FRA,7368080.512
NGA,CYP,502.711
NGA,SUR,0.381
NGA,MWI,18.522
NGA,ISL,30533.533
NGA,ZAF,2669056.408
NGA,NIC,112.467
NGA,QAT,1482.572
NGA,SWZ,60.512
NGA,URY,18630.255
NGA,CHL,24352.28
NGA,BFA,16978.173
NGA,BEL,281002.09300000005
NGA,ARG,24398.908000000003
NGA,KWT,21.297
NGA,TTO,45.584
NGA,TZA,1086.006
NGA,IND,12787548.704000004
NGA,TCD,21613.646
NGA,SVN,1026.821
NGA,NOR,245936.813
NGA,CAF,24915.631
NGA,TUR,440115.242
NGA,ARE,230876.421
NGA,PAN,12947.503
NGA,PAK,1759.196
NGA,YEM,1815.386
NGA,LTU,2180.641
ARM,JOR,0.048
ARM,AUT,2794.001
ARM,THA,3603.275000000001
ARM,NZL,0.66
ARM,POL,913.548
ARM,NLD,117163.579
ARM,DEU,157835.30399999992
ARM,ESP,82539.568
ARM,VNM,102.308
ARM,HUN,487.3419999999999
ARM,GRC,93.049
ARM,HRV,1080.045
ARM,BGD,45.148
ARM,MDA,415.4749999999999
ARM,BWA,67.944
ARM,UKR,11069.673
ARM,KHM,0.098
ARM,ALB,12.9
ARM,SAU,50.624
ARM,ISR,2968.1109999999994
ARM,BLR,5768.729
ARM,BRA,0.475
ARM,EST,79.88900000000001
ARM,JPN,302.997
ARM,OMN,0.12
ARM,DNK,35.866
ARM,PHL,1.0
ARM,KEN,33.0
ARM,UGA,6.96
ARM,LVA,1099.618
ARM,RUS,220916.893
ARM,CHN,16261.796
ARM,IRQ,4856.376
ARM,GBR,326.34100000000007
ARM,UZB,1620.376
ARM,TKM,4544.09
ARM,ZWE,12.75
ARM,SVK,42.751
ARM,BIH,66.059
ARM,PRT,3.164
ARM,USA,100445.13499999994
ARM,IRL,0.583
ARM,COL,1288.213
ARM,KAZ,4396.97
ARM,GEO,55031.15000000001
ARM,KOR,14769.342
ARM,SGP,180.492
ARM,EGY,272.735
ARM,BGR,152211.084
ARM,GAB,773.887
ARM,ITA,4556.265000000001
ARM,AUS,228.74
ARM,CMR,75.31700000000001
ARM,CHE,33669.26900000001
ARM,CZE,1837.796
ARM,AFG,105.3
ARM,IRN,94301.442
ARM,GHA,3.83
ARM,LBN,503.766
ARM,CAN,70276.92599999999
ARM,SWE,1045.036
ARM,SLE,3.964
ARM,LBY,38.27
ARM,TJK,624.062
ARM,MYS,28.728
ARM,FRA,9551.448000000002
ARM,CYP,1645.418
ARM,ZAF,89.217
ARM,KGZ,380.654
ARM,QAT,157.291
ARM,URY,4.59
ARM,CHL,60.495
ARM,BEL,70536.86899999999
ARM,ARG,2.0
ARM,TZA,19.953
ARM,IND,2981.38
ARM,SVN,181.254
ARM,NOR,20.832
ARM,TUR,326.821
ARM,MNG,10.795
ARM,FIN,0.616
ARM,ARE,9744.664
ARM,LUX,531.692
ARM,MEX,0.003
ARM,PAN,2350.347
ARM,PAK,173.425
ARM,LTU,958.662
DOM,LBR,1.337
DOM,JOR,85.632
DOM,AUT,762.874
DOM,THA,9504.791
DOM,NZL,182.507
DOM,POL,1245.562
DOM,ECU,10333.314
DOM,NLD,128285.071
DOM,DEU,59128.582
DOM,ESP,432.938
DOM,VNM,26345.447000000004
DOM,HUN,31.693
DOM,GRC,936.4109999999998
DOM,BGD,3361.271
DOM,NGA,73827.11
DOM,UKR,289.90599999999995
DOM,ALB,1.339
DOM,SAU,94.328
DOM,ISR,1214.323
DOM,MOZ,5.041
DOM,TUN,251.645
DOM,JAM,51107.496
DOM,BRA,4003.41
DOM,EST,159.946
DOM,LKA,347.163
DOM,JPN,34945.592000000004
DOM,OMN,15.205
DOM,DNK,1127.276
DOM,PHL,11945.696000000002
DOM,UGA,82.08
DOM,GTM,47393.025
DOM,AGO,21.84
DOM,RUS,3025.876
DOM,COM,2.217
DOM,CHN,330299.1860000001
DOM,IRQ,778.1610000000001
DOM,GBR,117395.289
DOM,TKM,154.89999999999998
DOM,SVK,65.146
DOM,PRT,1612.33
DOM,USA,3330862.761
DOM,TGO,0.001
DOM,IRL,4050.15
DOM,COL,14105.141000000009
DOM,KAZ,9.325
DOM,BEN,18169.884
DOM,KOR,61472.438
DOM,IDN,2897.2300000000005
DOM,HND,54428.556
DOM,COG,346.447
DOM,SGP,6848.195999999999
DOM,EGY,121.024
DOM,HTI,1013633.7690000006
DOM,BGR,124.795
DOM,MLI,326.985
DOM,ITA,44644.85499999999
DOM,AUS,8981.175
DOM,CMR,333.37
DOM,CHE,9263.046000000002
DOM,CZE,2154.14
DOM,BOL,268.998
DOM,IRN,34.882
DOM,MLT,23.770000000000003
DOM,GHA,81.159
DOM,LBN,800.289
DOM,CAN,48108.581000000006
DOM,SWE,6306.524000000001
DOM,SLE,916.606
DOM,LBY,101.97
DOM,CRI,21189.031000000003
DOM,MYS,2958.418
DOM,MRT,14.283
DOM,PER,5948.485999999999
DOM,FRA,37714.17399999999
DOM,CYP,78.885
DOM,GIN,224.156
DOM,SUR,13129.705000000002
DOM,MWI,5.3
DOM,ISL,8.818
DOM,ZAF,999.989
DOM,NIC,9044.578
DOM,SWZ,0.56
DOM,URY,1942.277
DOM,CHL,18538.454
DOM,BEL,84841.34100000001
DOM,ARG,8774.125
DOM,KWT,25.414
DOM,TTO,22812.733000000004
DOM,TZA,98.666
DOM,IND,3223.6949999999997
DOM,SVN,5.5
DOM,NOR,875.1099999999999
DOM,CAF,338.51300000000003
DOM,TUR,3123.6710000000003
DOM,MNG,4060.641
DOM,FIN,242.337
DOM,PRY,357.59399999999994
DOM,ARE,1210.201
DOM,MEX,29814.868999999995
DOM,PAN,25212.471000000005
DOM,PAK,40.247
DOM,LTU,10.736
SEN,LBR,12166.538
SEN,AZE,20.779000000000003
SEN,JOR,322.276
SEN,AUT,68.411
SEN,RWA,84.60900000000001
SEN,THA,5285.899
SEN,NZL,129.506
SEN,POL,540.0409999999999
SEN,NLD,25055.196
SEN,DEU,5152.043
SEN,SDN,310.063
SEN,BDI,9.458
SEN,ESP,74172.76599999999
SEN,VNM,9052.275
SEN,HUN,64.588
SEN,GRC,17579.963
SEN,HRV,123.778
SEN,BGD,591.302
SEN,BWA,367.611
SEN,NGA,10421.864
SEN,UKR,125.437
SEN,ALB,1368.29
SEN,SAU,115.713
SEN,ISR,2226.286
SEN,BLR,5.647
SEN,MOZ,1381.163
SEN,TUN,225.902
SEN,BRA,408.02600000000007
SEN,JPN,10395.2
SEN,DNK,413.203
SEN,PHL,31.311
SEN,KEN,1407.217
SEN,UGA,330.35900000000004
SEN,GTM,245.38
SEN,AGO,3463.441
SEN,NER,12006.804999999998
SEN,RUS,62.061
SEN,COM,14.239
SEN,CHN,18602.733000000004
SEN,GBR,35987.082
SEN,ZWE,1.335
SEN,SVK,71.494
SEN,PRT,22434.785
SEN,USA,4356.058
SEN,TGO,28573.212
SEN,IRL,1679.768
SEN,BHR,0.091
SEN,COL,51.128
SEN,KAZ,47.292
SEN,BEN,21217.244999999995
SEN,GEO,337.873
SEN,KOR,9632.128
SEN,IDN,6493.159000000001
SEN,HND,13.008
SEN,COG,8657.207
SEN,DZA,799.763
SEN,SGP,977.04
SEN,ZMB,15.323
SEN,EGY,580.818
SEN,ETH,17.023
SEN,BGR,1115.886
SEN,MLI,439570.7270000004
SEN,MUS,1068.744
SEN,GAB,11582.925
SEN,ITA,69127.89000000001
SEN,AUS,163.879
SEN,CMR,48494.34399999999
SEN,CHE,221476.092
SEN,AFG,37.503
SEN,IRN,561.783
SEN,MLT,361.89900000000006
SEN,GHA,14075.786000000004
SEN,LBN,55864.158
SEN,CAN,1430.8660000000004
SEN,SWE,23.925
SEN,SLE,20002.878000000004
SEN,MAR,8560.240000000003
SEN,CRI,40.205
SEN,MYS,3957.329
SEN,MDG,64.645
SEN,MRT,85146.73900000006
SEN,FRA,112572.85800000004
SEN,CYP,1662.552
SEN,GIN,135830.10600000003
SEN,ISL,1122.853
SEN,ZAF,2227.4829999999997
SEN,NIC,6.486
SEN,QAT,0.106
SEN,SWZ,7.21
SEN,URY,0.504
SEN,BFA,41154.75499999999
SEN,BEL,11045.425
SEN,ARG,106.687
SEN,KWT,2.026
SEN,TZA,320.051
SEN,IND,356601.3680000001
SEN,TCD,15439.341
SEN,SVN,360.899
SEN,NOR,755.3000000000001
SEN,CAF,673.726
SEN,TUR,13384.937
SEN,FIN,40.02
SEN,PRY,933.967
SEN,ARE,39319.891
SEN,MEX,1163.2189999999998
SEN,PAN,6.08
SEN,PAK,2849.2710000000006
UKR,NPL,4428.555000000001
UKR,LBR,3704.086999999999
UKR,AZE,697881.683
UKR,JOR,448580.9820000001
UKR,AUT,588616.4939999998
UKR,RWA,551.374
UKR,THA,290360.66300000006
UKR,NZL,3518.481999999999
UKR,POL,2791658.799
UKR,ECU,36897.20999999999
UKR,NLD,833277.802
UKR,DEU,1759002.112000001
UKR,SDN,91968.311
UKR,ESP,970612.481
UKR,VNM,106796.70699999997
UKR,HUN,1331771.3170000005
UKR,GRC,291178.607
UKR,HRV,51502.218999999975
UKR,BGD,43188.098
UKR,MDA,873452.0290000002
UKR,BWA,43.86999999999999
UKR,NGA,213159.466
UKR,ARM,221531.07599999997
UKR,DOM,8230.828
UKR,SEN,91824.48000000004
UKR,KHM,622.4209999999999
UKR,ALB,58463.605
UKR,SAU,816119.5750000001
UKR,ISR,509581.628
UKR,BLR,1917592.372000001
UKR,MOZ,7243.149
UKR,TUN,266734.118
UKR,BRA,472608.74299999984
UKR,EST,150315.35599999994
UKR,LKA,13543.946
UKR,JPN,152522.73500000007
UKR,OMN,20062.734
UKR,DNK,163692.83100000003
UKR,PHL,6832.304000000002
UKR,KEN,36190.55100000001
UKR,UGA,14662.067
UKR,GTM,13753.279
UKR,AGO,12573.730999999998
UKR,NER,334.83000000000004
UKR,LVA,221224.2600000001
UKR,RUS,19750526.49000001
UKR,MKD,81811.59899999997
UKR,COM,70.336
UKR,CHN,2167859.1590000005
UKR,IRQ,581189.5109999999
UKR,GBR,474663.5620000001
UKR,UZB,353505.2829999999
UKR,TKM,241587.21299999996
UKR,ZWE,28.618
UKR,SVK,842779.1669999999
UKR,BIH,45438.496
UKR,PRT,192267.346
UKR,USA,1097115.069
UKR,TGO,14821.848000000002
UKR,IRL,12240.748
UKR,BHR,3294.6560000000004
UKR,COL,73216.72699999998
UKR,KAZ,1849850.2059999995
UKR,BEN,40629.636
UKR,GEO,657262.7030000002
UKR,KOR,459457.722
UKR,IDN,539330.016
UKR,HND,4306.456999999999
UKR,COG,6926.447999999999
UKR,DZA,234406.286
UKR,SGP,218271.4120000001
UKR,ZMB,5.815
UKR,EGY,1333818.133
UKR,ETH,69028.915
UKR,HTI,5.678
UKR,BGR,754486.3730000001
UKR,MLI,16795.841
UKR,MUS,44.409
UKR,GAB,3222.914
UKR,ITA,3039326.6380000007
UKR,AUS,23434.641
UKR,CMR,22162.475
UKR,CHE,67314.68400000004
UKR,CZE,840519.8500000003
UKR,AFG,13581.392000000002
UKR,BOL,58.202
UKR,MMR,3206.7829999999994
UKR,IRN,1127352.0090000003
UKR,MLT,120268.40400000002
UKR,GHA,112612.653
UKR,LBN,1362035.0610000005
UKR,CAN,120614.709
UKR,SWE,74134.58000000002
UKR,SLE,767.1890000000001
UKR,LBY,107566.745
UKR,MAR,234098.294
UKR,CRI,25017.074
UKR,TJK,59901.287000000026
UKR,MYS,164989.73000000004
UKR,MDG,162.35000000000002
UKR,MRT,10004.367
UKR,PER,32329.255000000005
UKR,FRA,570544.678
UKR,CYP,172642.44099999993
UKR,GIN,10693.982000000002
UKR,SUR,327.20500000000004
UKR,MWI,1.59
UKR,ISL,161.55599999999998
UKR,ZAF,82917.77200000001
UKR,KGZ,111197.02
UKR,NIC,6032.892999999998
UKR,QAT,24663.844
UKR,URY,47.836
UKR,CHL,27540.93900000001
UKR,BFA,17007.465
UKR,BEL,399321.96700000006
UKR,ARG,20917.601
UKR,KWT,2775.05
UKR,TTO,2668.583
UKR,TZA,11815.724
UKR,IND,2263188.906
UKR,TCD,2306.151
UKR,SVN,10727.856999999996
UKR,NOR,61156.954000000005
UKR,CAF,930.136
UKR,TUR,3747611.5700000026
UKR,MNG,45271.624
UKR,FIN,52051.513
UKR,PRY,3537.143
UKR,ARE,392748.273
UKR,LUX,6990.543
UKR,MEX,351979.61
UKR,PAN,22432.974
UKR,PAK,179824.13499999995
UKR,YEM,5518.115
UKR,LTU,317005.04600000003
KHM,NPL,115.324
KHM,JOR,571.598
KHM,AUT,11293.491
KHM,THA,190398.685
KHM,NZL,2276.752
KHM,POL,66803.274
KHM,ECU,1410.5210000000002
KHM,NLD,171379.63399999996
KHM,DEU,323931.99
KHM,ESP,141220.268
KHM,VNM,148398.032
KHM,HUN,477.898
KHM,GRC,5825.488
KHM,HRV,2102.023
KHM,BGD,388.662
KHM,MDA,0.989
KHM,DOM,88.453
KHM,UKR,3162.0640000000003
KHM,SAU,953.584
KHM,ISR,2466.657
KHM,BLR,26.891
KHM,MOZ,19.396
KHM,TUN,145.79
KHM,JAM,22.387
KHM,BRA,10824.341
KHM,EST,1589.19
KHM,LKA,1104.12
KHM,JPN,153351.371
KHM,DNK,11843.657
KHM,PHL,1338.303
KHM,KEN,929.567
KHM,UGA,166.152
KHM,GTM,185.093
KHM,AGO,162.557
KHM,NER,12.712
KHM,LVA,1902.12
KHM,RUS,38562.07
KHM,CHN,153696.428
KHM,IRQ,70.37299999999999
KHM,GBR,391077.951
KHM,UZB,11.797999999999998
KHM,TKM,42.03
KHM,SVK,5435.742
KHM,BIH,40.413
KHM,PRT,2698.682
KHM,USA,2106918.4420000003
KHM,TGO,1371.877
KHM,IRL,16528.470999999998
KHM,COL,467.185
KHM,KAZ,497.146
KHM,BEN,56.148
KHM,GEO,43.221
KHM,KOR,46356.916
KHM,IDN,6305.139
KHM,HND,14.813
KHM,COG,47.563
KHM,SGP,441827.867
KHM,EGY,919.415
KHM,HTI,52.401
KHM,BGR,2259.1980000000003
KHM,MUS,4.063
KHM,GAB,20.061
KHM,ITA,80505.94799999999
KHM,AUS,32210.125000000004
KHM,CHE,24377.823000000004
KHM,CZE,2521.829
KHM,AFG,4492.759
KHM,BOL,1060.0
KHM,MMR,42.926
KHM,IRN,281.404
KHM,MLT,257.429
KHM,GHA,136.13
KHM,LBN,476.956
KHM,CAN,382543.41
KHM,SWE,28616.87
KHM,SLE,35.751
KHM,MAR,78.001
KHM,CRI,775.393
KHM,TJK,0.546
KHM,MYS,45188.51299999999
KHM,MDG,42.297
KHM,MRT,203.721
KHM,PER,2316.5
KHM,FRA,94719.83600000002
KHM,CYP,41.14
KHM,GIN,25.591
KHM,SUR,13.743
KHM,ISL,41.977
KHM,ZAF,6093.501999999999
KHM,NIC,476.3850000000001
KHM,SWZ,838.291
KHM,URY,2420.062
KHM,CHL,12090.382
KHM,BFA,295.971
KHM,BEL,134826.49
KHM,ARG,12673.763999999996
KHM,KWT,26.168000000000003
KHM,TTO,20.723
KHM,TZA,8.318
KHM,IND,12208.261
KHM,SVN,177.632
KHM,NOR,13548.935
KHM,TUR,8711.344000000001
KHM,MNG,83.746
KHM,FIN,1549.016
KHM,PRY,1179.2959999999998
KHM,ARE,21206.166
KHM,LUX,16431.831
KHM,MEX,47884.204
KHM,PAN,12041.435
KHM,PAK,266.233
KHM,LTU,2009.757
ALB,LBR,10.147
ALB,AZE,2.865
ALB,JOR,298.526
ALB,AUT,22954.746000000003
ALB,THA,3.508
ALB,POL,701.7610000000001
ALB,NLD,14167.7
ALB,DEU,56422.91200000001
ALB,SDN,0.818
ALB,ESP,69465.91299999999
ALB,HUN,959.715
ALB,GRC,98867.312
ALB,HRV,3060.3770000000004
ALB,ARM,46.472
ALB,UKR,314.398
ALB,SAU,21.362
ALB,ISR,165.58
ALB,MOZ,1.009
ALB,TUN,46.797
ALB,BRA,1975.652
ALB,EST,46.589
ALB,LKA,2.176
ALB,JPN,639.0360000000001
ALB,DNK,575.2660000000001
ALB,PHL,36.563
ALB,KEN,10.836
ALB,NER,61.511
ALB,LVA,200.184
ALB,RUS,139.79
ALB,MKD,41096.49400000001
ALB,COM,4.251
ALB,CHN,48580.502
ALB,IRQ,183.545
ALB,GBR,1596.5399999999995
ALB,SVK,617.4209999999999
ALB,BIH,2349.26
ALB,PRT,72.317
ALB,USA,19296.256
ALB,TGO,6.582
ALB,IRL,0.315
ALB,COL,285.956
ALB,GEO,5.154999999999999
ALB,KOR,0.337
ALB,IDN,173.32
ALB,HND,0.002
ALB,COG,55.425
ALB,SGP,31.638
ALB,EGY,1448.235
ALB,BGR,23986.791
ALB,ITA,1039856.4679999998
ALB,AUS,60.669
ALB,CHE,52313.07699999999
ALB,CZE,10248.27
ALB,AFG,0.739
ALB,MLT,46410.027
ALB,LBN,86.27099999999999
ALB,CAN,980.6750000000002
ALB,SWE,1411.405
ALB,SLE,22.012
ALB,LBY,3140.572
ALB,MAR,207.135
ALB,MYS,288.213
ALB,FRA,10085.223999999998
ALB,CYP,111.529
ALB,ISL,827.956
ALB,ZAF,4.978
ALB,QAT,10.998
ALB,SWZ,4486.398
ALB,BEL,6970.821
ALB,ARG,34.983
ALB,KWT,97.28
ALB,TTO,31.585
ALB,TZA,5.557
ALB,IND,1165.718
ALB,SVN,1970.505
ALB,NOR,61.217
ALB,TUR,143528.41999999995
ALB,FIN,110.176
ALB,ARE,612.975
ALB,LUX,4904.687
ALB,PAN,5.896
ALB,YEM,31.65
ALB,LTU,367.874
SAU,NPL,4261.34
SAU,LBR,3177.337
SAU,AZE,9187.211
SAU,LSO,246.933
SAU,JOR,1694380.7740000004
SAU,AUT,1771.735
SAU,RWA,335.2
SAU,THA,538480.673
SAU,NZL,190217.57
SAU,POL,309928.91999999987
SAU,ECU,31329.106
SAU,NLD,706330.4859999999
SAU,DEU,323583.862
SAU,SDN,545112.9379999998
SAU,BDI,927.466
SAU,ESP,410903.7119999999
SAU,VNM,465855.246
SAU,HUN,5758.9400000000005
SAU,GRC,94244.11599999998
SAU,HRV,713.8679999999999
SAU,BGD,275894.474
SAU,BWA,266.667
SAU,NGA,227464.549
SAU,ARM,874.134
SAU,SEN,25804.3
SAU,UKR,7433.339999999999
SAU,KHM,29.333
SAU,ALB,163.467
SAU,BLR,49.6
SAU,MOZ,30048.038000000004
SAU,TUN,188802.36600000004
SAU,BRA,110376.937
SAU,EST,504.533
SAU,LKA,78550.23099999999
SAU,JPN,256577.651
SAU,OMN,772011.617
SAU,DNK,1766.669
SAU,PHL,110388.944
SAU,KEN,250127.24199999997
SAU,UGA,37412.313
SAU,GTM,24489.364
SAU,AGO,13661.084
SAU,NER,5560.539
SAU,LVA,1857.068
SAU,RUS,39944.85200000001
SAU,COM,1165.868
SAU,CHN,5976119.998000002
SAU,IRQ,502599.024
SAU,GBR,672830.967
SAU,UZB,3001.603
SAU,TKM,1019.201
SAU,ZWE,559.999
SAU,SVK,1907.736
SAU,BIH,38.933
SAU,PRT,45767.787
SAU,USA,1524662.9680000006
SAU,TGO,17182.419999999995
SAU,IRL,1211.735
SAU,BHR,1233331.9259999995
SAU,COL,31630.704
SAU,KAZ,2897.871
SAU,BEN,17422.952
SAU,GEO,375.467
SAU,KOR,879992.3030000002
SAU,IDN,361904.19
SAU,HND,133.067
SAU,COG,3756.805
SAU,DZA,386054.876
SAU,SGP,3199008.5280000004
SAU,ZMB,686.934
SAU,EGY,1563461.3969999994
SAU,ETH,60000.868
SAU,HTI,138.4
SAU,BGR,15568.285000000003
SAU,MLI,3836.804
SAU,MUS,1350.668
SAU,GAB,1754.136
SAU,ITA,971464.9430000004
SAU,AUS,332828.68199999986
SAU,CMR,22504.559
SAU,CHE,258804.054
SAU,CZE,455.467
SAU,AFG,10976.012
SAU,BOL,265.6
SAU,MMR,38717.115
SAU,IRN,307479.58700000006
SAU,MLT,130951.631
SAU,GHA,73448.62600000005
SAU,LBN,450641.8860000001
SAU,CAN,18154.423
SAU,SWE,97777.189
SAU,SLE,4576.539999999999
SAU,LBY,50011.794
SAU,MAR,517323.5729999999
SAU,CRI,14323.752
SAU,TJK,341.06800000000004
SAU,MYS,369505.527
SAU,MDG,2792.268
SAU,MRT,14552.281
SAU,PER,36542.444
SAU,FRA,189990.365
SAU,CYP,7628.541
SAU,GIN,11250.413000000002
SAU,MWI,2479.47
SAU,ISL,273.601
SAU,ZAF,410766.113
SAU,KGZ,643.467
SAU,NIC,1084.268
SAU,QAT,1364814.485
SAU,SWZ,99.733
SAU,URY,1784.269
SAU,CHL,44426.454000000005
SAU,BEL,1576920.901
SAU,ARG,13621.351
SAU,KWT,1543051.5100000005
SAU,TTO,83.733
SAU,TZA,111981.47100000002
SAU,IND,2278760.97
SAU,TCD,4256.272999999999
SAU,SVN,5521.073
SAU,NOR,45736.856
SAU,CAF,189.067
SAU,TUR,1682334.899000001
SAU,MNG,413.867
SAU,FIN,3717.073
SAU,PRY,2584.003
SAU,ARE,5139230.131000002
SAU,LUX,350.4
SAU,MEX,39004.58300000001
SAU,PAN,34818.977000000006
SAU,PAK,819177.0240000001
SAU,YEM,575209.7700000005
SAU,LTU,5159.206
ISR,NPL,6343.0
ISR,LBR,1498.0
ISR,AZE,125261.0
ISR,LSO,159.0
ISR,JOR,209900.0
ISR,AUT,181226.0
ISR,RWA,2914.0
ISR,THA,639575.0
ISR,NZL,47256.0
ISR,POL,251261.0
ISR,ECU,32872.0
ISR,NLD,2139039.0
ISR,DEU,1945222.0
ISR,SDN,175.0
ISR,BDI,255.0
ISR,ESP,984193.0
ISR,VNM,339240.0
ISR,HUN,152761.0
ISR,GRC,207285.0
ISR,HRV,30420.0
ISR,BGD,252.0
ISR,MDA,13182.0
ISR,BWA,110119.0
ISR,NGA,397994.0
ISR,ARM,8439.0
ISR,DOM,19990.0
ISR,SEN,11907.0
ISR,UKR,145386.0
ISR,KHM,2178.0
ISR,ALB,32267.0
ISR,SAU,144.0
ISR,BLR,27409.0
ISR,MOZ,12947.0
ISR,TUN,182.0
ISR,JAM,8053.0
ISR,BRA,892550.0
ISR,EST,13379.0
ISR,LKA,53142.0
ISR,JPN,886800.0
ISR,OMN,164.0
ISR,DNK,105063.0
ISR,PHL,118011.0
ISR,KEN,62167.0
ISR,UGA,8352.0
ISR,GTM,29678.0
ISR,AGO,22825.0
ISR,NER,4310.0
ISR,LVA,47561.0
ISR,RUS,951410.0
ISR,MKD,8620.0
ISR,COM,2.0
ISR,CHN,2718195.0
ISR,IRQ,1011.0
ISR,GBR,3424292.0
ISR,UZB,19726.0
ISR,TKM,6186.0
ISR,ZWE,8703.0
ISR,SVK,27406.0
ISR,BIH,1152.0
ISR,PRT,126756.0
ISR,USA,19430384.0
ISR,TGO,4314.0
ISR,IRL,86712.0
ISR,BHR,47.0
ISR,COL,102337.0
ISR,KAZ,93745.0
ISR,BEN,185913.0
ISR,GEO,45528.0
ISR,KOR,722142.0
ISR,IDN,17539.0
ISR,HND,18173.0
ISR,COG,12769.0
ISR,DZA,23.0
ISR,SGP,490787.0
ISR,ZMB,3306.0
ISR,EGY,235752.0
ISR,ETH,12569.0
ISR,HTI,2969.0
ISR,BGR,219333.0
ISR,MLI,441.0
ISR,MUS,5519.0
ISR,GAB,16046.0
ISR,ITA,1389249.0
ISR,AUS,595152.0
ISR,CMR,10409.0
ISR,CHE,1437780.0
ISR,CZE,158078.0
ISR,AFG,3607.0
ISR,BOL,7545.0
ISR,MMR,1070.0
ISR,MLT,317866.0
ISR,GHA,35124.0
ISR,CAN,807204.0
ISR,SWE,193355.0
ISR,SLE,1210.0
ISR,LBY,26.0
ISR,MAR,21621.0
ISR,CRI,517612.0
ISR,TJK,222.0
ISR,MYS,717172.0
ISR,MDG,456.0
ISR,MRT,188.0
ISR,PER,60165.0
ISR,FRA,1546508.0
ISR,CYP,937401.0
ISR,GIN,4714.0
ISR,SUR,171.0
ISR,MWI,434.0
ISR,ISL,4332.0
ISR,ZAF,432719.0
ISR,KGZ,3541.0
ISR,NIC,3564.0
ISR,QAT,577.0
ISR,SWZ,718.0
ISR,URY,15216.0
ISR,CHL,119882.0
ISR,BFA,3152.0
ISR,BEL,3764104.0
ISR,ARG,132348.0
ISR,KWT,2075.0
ISR,TTO,11971.0
ISR,TZA,14227.0
ISR,IND,3036385.0
ISR,TCD,3079.0
ISR,SVN,170106.0
ISR,NOR,70813.0
ISR,CAF,162.0
ISR,TUR,1855697.0
ISR,MNG,663.0
ISR,FIN,150858.0
ISR,PRY,8490.0
ISR,ARE,28845.0
ISR,LUX,13025.0
ISR,MEX,363813.0
ISR,PAN,20586.0
ISR,PAK,1751.0
ISR,YEM,16.0
ISR,LTU,38868.0
BLR,NPL,19.6
BLR,AZE,138558.20000000004
BLR,JOR,38080.3
BLR,AUT,26411.099999999995
BLR,THA,73060.09999999999
BLR,NZL,227.00000000000003
BLR,POL,1123783.0
BLR,ECU,20766.1
BLR,NLD,6128302.5
BLR,DEU,1819412.6000000008
BLR,SDN,9380.6
BLR,ESP,18916.4
BLR,VNM,163723.80000000008
BLR,HUN,79465.5
BLR,GRC,68035.0
BLR,HRV,38407.49999999999
BLR,BGD,120496.9
BLR,MDA,242141.5
BLR,NGA,74712.8
BLR,ARM,24157.4
BLR,DOM,262.6
BLR,SEN,26243.5
BLR,UKR,4157631.400000001
BLR,KHM,50.3
BLR,ALB,1.9
BLR,SAU,6167.900000000001
BLR,ISR,4715.299999999998
BLR,MOZ,3754.0
BLR,TUN,12918.5
BLR,JAM,2.2
BLR,BRA,1224119.6
BLR,EST,577784.4000000001
BLR,LKA,43319.9
BLR,JPN,12193.8
BLR,OMN,8585.4
BLR,DNK,16584.0
BLR,PHL,27335.7
BLR,KEN,40.8
BLR,UGA,72.6
BLR,GTM,19456.5
BLR,AGO,2638.600000000001
BLR,NER,3.6
BLR,LVA,3151034.8
BLR,RUS,12731006.199999996
BLR,MKD,1218.8
BLR,CHN,631596.7999999997
BLR,IRQ,22782.3
BLR,GBR,399920.6
BLR,UZB,63825.4
BLR,TKM,213791.4
BLR,ZWE,120.5
BLR,SVK,103464.0
BLR,BIH,4164.900000000001
BLR,PRT,4004.800000000001
BLR,USA,86154.50000000001
BLR,IRL,2379.8
BLR,BHR,8.8
BLR,COL,95665.5
BLR,KAZ,622626.8999999998
BLR,BEN,250.0
BLR,GEO,34262.6
BLR,KOR,8618.099999999999
BLR,IDN,160900.0
BLR,HND,3094.6
BLR,COG,558.5
BLR,DZA,5047.3
BLR,SGP,10734.8
BLR,ZMB,1702.3
BLR,EGY,42508.50000000001
BLR,ETH,3788.1
BLR,BGR,33317.4
BLR,MLI,16707.0
BLR,MUS,2965.3
BLR,GAB,3776.6
BLR,ITA,545782.1000000001
BLR,AUS,29988.90000000001
BLR,CMR,14300.4
BLR,CHE,7955.699999999999
BLR,CZE,110856.2
BLR,AFG,140251.0
BLR,BOL,45.5
BLR,MMR,2349.7
BLR,IRN,124500.19999999995
BLR,MLT,71.2
BLR,GHA,33192.100000000006
BLR,LBN,39659.2
BLR,CAN,12466.999999999996
BLR,SWE,87423.3
BLR,SLE,125.3
BLR,LBY,179.89999999999998
BLR,MAR,8905.500000000002
BLR,CRI,6736.9
BLR,TJK,50115.90000000001
BLR,MYS,60657.100000000006
BLR,MDG,654.6
BLR,MRT,1222.6
BLR,PER,2836.2
BLR,FRA,65978.6
BLR,CYP,62740.3
BLR,GIN,1852.8
BLR,SUR,264.3
BLR,MWI,0.7999999999999999
BLR,ISL,4472.6
BLR,ZAF,14722.100000000002
